,Food,Size,Calories,Fat,Carbs,Fiber,Protein,Sodium, 
1343,,Grande,260,4,53,0,4,200,
1344,Strawberries & Crème Frappuccino® Blended Crème w/ Whole Milk + Whipped Cream,Tall,270,11,40,0,3,150,
1345,,Grande,370,15,56,0,4,210,
1346,,Venti,460,17,73,0,6,280,
1347,The Pokémon™ GO Frappuccino® Blended Beverage w/ 2% Milk,Grande,320,3,70,3,5,230,
1348,,Venti,410,4,87,3,7,320,
1349,The Pokémon™ GO Frappuccino® Blended Beverage w/ 2% Milk + Whipped Cream,Grande,430,14,73,3,5,240,
1350,,Venti,520,15,91,3,7,330,
1351,The Pokémon™ GO Frappuccino® Blended Beverage w/ Almond,Tall,200,2,47,4,1,160,
1352,,Grande,280,2.5,66,4,1,230,
1353,,Venti,360,3.5,82,4,1,310,
1354,The Pokémon™ GO Frappuccino® Blended Beverage w/ Almond + Whipped Cream,Tall,280,10,49,4,1,170,
1355,,Grande,400,13,69,4,2,240,
1356,,Venti,470,14,85,4,2,320,
1357,The Pokémon™ GO Frappuccino® Blended Beverage w/ Coconut,Tall,210,2.5,48,3,0,160,
1358,,Grande,300,3,68,3,0,220,
1359,,Venti,380,4.5,85,3,0,300,
1360,The Pokémon™ GO Frappuccino® Blended Beverage w/ Coconut + Whipped Cream,Tall,290,10,50,3,1,160,
1361,,Grande,410,14,71,3,1,230,
1362,,Venti,490,15,88,3,1,310,
1363,The Pokémon™ GO Frappuccino® Blended Beverage w/ Nonfat Milk,Tall,210,0,50,3,4,160,
1364,,Grande,300,0,70,3,5,230,
1365,,Venti,380,0,88,3,7,310,
1366,The Pokémon™ GO Frappuccino® Blended Beverage w/ Nonfat Milk + Whipped Cream,Grande,410,11,73,3,5,240,
1367,,Venti,490,11,91,3,8,320,
1368,The Pokémon™ GO Frappuccino® Blended Beverage w/ Soy,Grande,320,2.5,72,4,4,220,
1369,,Venti,410,3.5,91,4,6,300,
1370,The Pokémon™ GO Frappuccino® Blended Beverage w/ Soy + Whipped Cream,Grande,440,13,75,4,5,230,
1371,,Venti,530,14,94,4,6,310,
1372,The Pokémon™ GO Frappuccino® Blended Beverage w/ Whole Milk,Tall,240,3.5,49,3,3,160,
1373,,Venti,430,7,87,3,6,310,
1374,,Grande,340,4.5,70,3,4,230,
1375,The Pokémon™ GO Frappuccino® Blended Beverage w/ Whole Milk + Whipped Cream,Tall,320,11,52,3,4,170,
1376,,Grande,450,16,73,3,5,240,
1377,,Venti,540,18,91,3,7,320,
1378,Vanilla Bean Crème Frappuccino® Blended Crème w/ 2% Milk,Grande,270,3,56,0,5,240,
1379,,Venti,350,4,73,0,7,320,
1380,Vanilla Bean Crème Frappuccino® Blended Crème w/ 2% Milk + Whipped Cream,Grande,380,14,60,0,6,250,
1381,,Venti,460,15,76,0,7,330,
1382,Vanilla Bean Crème Frappuccino® Blended Crème w/ Almond,Tall,160,1.5,36,1,1,160,
1383,,Grande,230,2,52,1,1,240,
1384,,Venti,300,3,67,1,1,310,
1385,Vanilla Bean Crème Frappuccino® Blended Crème w/ Almond + Whipped Cream,Tall,240,9,38,1,1,170,
1386,,Grande,340,13,56,1,2,240,
1387,,Venti,410,14,70,1,2,320,
1388,Vanilla Bean Crème Frappuccino® Blended Crème w/ Coconut,Tall,170,2.5,37,0,0,160,
1389,,Grande,240,3,54,0,0,230,
1390,,Venti,320,4,70,0,0,300,
1391,Vanilla Bean Crème Frappuccino® Blended Crème w/ Coconut + Whipped Cream,Tall,250,10,39,0,1,170,
1392,,Grande,360,14,57,0,1,240,
1393,,Venti,430,15,73,0,1,310,
1394,Vanilla Bean Crème Frappuccino® Blended Crème w/ Nonfat Milk,Tall,170,0,39,0,4,160,
1395,,Grande,250,0,57,0,5,240,
1396,,Venti,320,0,73,0,7,310,
1397,Vanilla Bean Crème Frappuccino® Blended Crème w/ Nonfat Milk + Whipped Cream,Grande,360,11,60,0,6,240,
1398,,Venti,430,11,76,0,8,320,
1399,Vanilla Bean Crème Frappuccino® Blended Crème w/ Soy,Grande,270,2.5,59,1,4,230,
1400,,Venti,360,3,76,1,6,300,
1401,Vanilla Bean Crème Frappuccino® Blended Crème w/ Soy + Whipped Cream,Grande,380,13,62,1,5,240,
1402,,Venti,470,14,79,1,6,310,
1403,Vanilla Bean Crème Frappuccino® Blended Crème w/ Whole Milk,Tall,200,3.5,39,0,3,170,
1404,,Venti,370,7,73,0,6,310,
1405,,Grande,280,4.5,56,0,4,240,
1406,Vanilla Bean Crème Frappuccino® Blended Crème w/ Whole Milk + Whipped Cream,Tall,280,11,41,0,4,170,
1407,,Grande,400,16,60,0,5,250,
1408,,Venti,490,17,76,0,7,320,
1409,White Chocolate Mocha Frappuccino® Blended Coffee w/ 2% Milk,Grande,290,3.5,61,0,4,240,
1410,,Venti,400,5,83,0,7,340,
1411,White Chocolate Mocha Frappuccino® Blended Coffee w/ 2% Milk + Whipped Cream,Grande,410,15,65,0,5,250,
1412,,Venti,510,16,86,0,7,350,
1413,White Chocolate Mocha Frappuccino® Blended Coffee w/ Almond,Tall,190,2,40,0,1,170,
1414,,Grande,270,3.5,59,0,2,240,
1415,,Venti,360,4.5,79,1,3,330,
1416,White Chocolate Mocha Frappuccino® Blended Coffee w/ Almond + Whipped Cream,Tall,270,10,43,0,2,180,
1417,,Grande,380,14,62,0,3,250,
1418,,Venti,470,15,82,1,3,340,
1419,White Chocolate Mocha Frappuccino® Blended Coffee w/ Coconut,Tall,190,2.5,41,0,1,170,
1420,,Grande,280,4,60,0,2,240,
1421,,Venti,380,5,81,0,2,330,
1422,White Chocolate Mocha Frappuccino® Blended Coffee w/ Coconut + Whipped Cream,Tall,270,11,44,0,1,180,
1423,,Grande,390,15,63,0,2,250,
1424,,Venti,490,16,84,0,3,340,
1425,White Chocolate Mocha Frappuccino® Blended Coffee w/ Nonfat Milk,Tall,190,1,43,0,3,170,
1426,,Grande,280,2,62,0,5,240,
1427,,Venti,380,2,83,0,7,330,
1428,White Chocolate Mocha Frappuccino® Blended Coffee w/ Nonfat Milk + Whipped Cream,Grande,390,13,65,0,5,250,
1429,,Venti,490,13,86,0,7,340,
1430,White Chocolate Mocha Frappuccino® Blended Coffee w/ Soy,Grande,300,3.5,63,0,4,230,
1431,,Venti,400,4.5,85,1,6,330,
1432,White Chocolate Mocha Frappuccino® Blended Coffee w/ Soy + Whipped Cream,Grande,410,14,66,0,5,250,
1433,,Venti,520,16,88,1,6,340,
1434,White Chocolate Mocha Frappuccino® Blended Coffee w/ Whole Milk,Tall,210,3.5,43,0,3,170,
1435,,Venti,420,7,83,0,6,330,
1436,,Grande,300,5,61,0,4,240,
1437,White Chocolate Mocha Frappuccino® Blended Coffee w/ Whole Milk + Whipped Cream,Tall,300,11,45,0,4,180,
1438,,Grande,520,16,65,0,5,250,
1439,,Venti,530,18,86,0,7,350,
1440,Kids’ Drinks & Others,,,,,,,,
1441,Cinnamon Dolce Crème,Tall,130,5,21,1,2,135,
1442,Cinnamon Dolce Crème w/ 2% Milk,Tall,200,6,28,0,10,135,
1443,,Grande,270,7,37,0,12,180,
1444,,Venti,340,10,47,0,16,230,
1445,Cinnamon Dolce Crème w/ 2% Milk + Whipped Cream,Tall,200,6,28,0,10,135,
1446,,Grande,270,7,37,0,12,180,
1447,,Venti,340,10,47,0,16,230,
1448,Cinnamon Dolce Crème w/ Almond,Tall,130,5,21,1,2,135,
1449,,Grande,180,7,27,2,2,180,
1450,,Venti,220,8,34,2,3,220,
1451,Cinnamon Dolce Crème w/ Almond + Whipped Cream,Tall,130,5,21,1,2,135,
1452,,Grande,170,7,27,2,2,180,
1453,,Venti,220,8,34,2,3,220,
1454,Cinnamon Dolce Crème w/ Coconut,Tall,160,7,25,0,1,125,
1455,,Grande,210,9,33,0,1,160,
1456,,Venti,270,11,41,0,1,200,
1457,Cinnamon Dolce Crème w/ Coconut + Whipped Cream,Tall,160,7,25,0,1,125,
1458,,Grande,210,9,32,0,1,160,
1459,,Venti,270,11,41,0,1,200,
1460,Cinnamon Dolce Crème w/ Nonfat Milk,Tall,160,0,29,0,10,120,
1461,,Grande,210,0,38,0,13,160,
1462,,Venti,260,0,48,0,16,200,
1463,Cinnamon Dolce Crème w/ Nonfat Milk + Whipped Cream,Tall,160,0,29,0,10,120,
1464,,Grande,200,0,38,0,13,160,
1465,,Venti,260,0,48,0,16,200,
1466,Cinnamon Dolce Crème w/ Soy,Tall,200,4.5,32,1,8,105,
1467,,Grande,260,6,42,1,10,135,
1468,,Venti,340,7,53,2,13,170,
1469,Cinnamon Dolce Crème w/ Soy + Whipped Cream,Tall,200,4.5,32,1,8,105,
1470,,Grande,260,6,42,1,10,135,
1471,,Venti,330,7,53,2,13,170,
1472,Cinnamon Dolce Crème w/ Whole Milk,Tall,240,9,28,0,9,125,
1473,,Grande,310,12,37,0,12,160,
1474,,Venti,390,16,47,0,15,210,
1475,Cinnamon Dolce Crème w/ Whole Milk + Whipped Cream,Tall,230,9,28,0,9,125,
1476,,Grande,310,12,37,0,12,160,
1477,,Venti,390,16,47,0,15,210,
1478,Smoked Butterscotch Crème,Tall,210,11,28,2,2,290,
1479,Smoked Butterscotch Crème w/ 2% Milk,Short,180,7,23,0,6,190,
1480,,Tall,280,11,35,0,9,280,
1481,,Grande,360,15,46,0,12,370,
1482,,Venti,460,19,57,1,16,470,
1483,Smoked Butterscotch Crème w/ Almond,Short,140,7,18,1,1,180,
1484,,Tall,210,11,28,2,2,290,
1485,,Grande,280,14,37,2,3,380,
1486,,Venti,350,17,45,3,3,460,
1487,Smoked Butterscotch Crème w/ Coconut,Short,160,8,21,0,1,170,
1488,,Tall,230,12,31,0,1,260,
1489,,Grande,310,16,41,1,1,350,
1490,,Venti,390,20,51,1,1,440,
1491,Smoked Butterscotch Crème w/ Nonfat Milk,Short,150,4,24,0,6,180,
1492,,Tall,230,6,35,0,10,270,
1493,,Grande,310,8,46,0,13,350,
1494,,Venti,380,10,58,1,16,440,
1495,Smoked Butterscotch Crème w/ Soy,Short,180,7,26,1,5,170,
1496,,Tall,280,10,39,1,8,250,
1497,,Grande,360,13,51,2,10,330,
1498,,Venti,460,16,64,2,13,420,
1499,Smoked Butterscotch Crème w/ Whole Milk,Short,210,10,23,0,6,180,
1500,,Tall,310,15,35,0,9,270,
1501,,Grande,400,19,46,0,12,350,
1502,,Venti,510,24,57,1,15,450,
1503,Steamed Apple Juice,Short,120,0,30,0,0,10,
1504,,Kids,110,0,28,0,0,0,
1505,,Tall,170,0,44,0,0,15,
1506,,Grande,220,0,55,0,0,20,
1507,Vanilla Crème,Tall,80,5,7,1,2,140,
1508,Vanilla Crème w/ 2% Milk,Short,130,4,19,0,6,90,
1509,,Kids,130,4,19,0,6,90,
1510,,Tall,200,6,28,0,10,135,
1511,,Grande,270,7,37,0,12,180,
1512,,Venti,340,10,47,0,16,230,
1513,Vanilla Crème w/ 2% Milk + Whipped Cream,Short,180,9,20,0,6,90,
1514,,Kids,180,9,20,0,6,90,
1515,,Tall,260,12,30,0,10,140,
1516,,Grande,330,14,39,0,13,180,
1517,,Venti,400,16,48,0,16,230,
1518,Vanilla Crème w/ Almond,Short,50,3.5,4,1,1,95,
1519,,Tall,80,5,7,1,2,140,
1520,,Grande,100,7,9,2,3,190,
1521,,Venti,130,9,11,2,3,240,
1522,Vanilla Crème w/ Coconut,Short,110,4.5,16,0,0,80,
1523,,Kids,110,4.5,16,0,0,80,
1524,,Tall,160,7,25,0,1,125,
1525,,Grande,210,9,32,0,1,160,
1526,,Venti,270,11,41,0,1,200,
1527,Vanilla Crème w/ Coconut + Whipped Cream,Short,150,9,17,0,1,80,
1528,,Tall,220,12,26,0,1,125,
1529,,Grande,280,15,34,0,1,160,
1530,,Venti,330,18,42,0,1,200,
1531,Vanilla Crème w/ Nonfat Milk,Short,100,0,19,0,6,80,
1532,,Kids,100,0,19,0,6,80,
1533,,Tall,160,0,29,0,10,120,
1534,,Grande,200,0,38,0,13,160,
1535,,Venti,260,0,48,0,16,200,
1536,Vanilla Crème w/ Nonfat Milk + Whipped Cream,Short,150,5,20,0,6,85,
1537,,Kids,150,5,20,0,6,85,
1538,,Tall,210,6,30,0,10,125,
1539,,Grande,270,7,39,0,13,160,
1540,,Venti,330,7,49,0,16,210,
1541,Vanilla Crème w/ Soy,Short,130,3,21,1,5,70,
1542,,Kids,130,3,21,1,5,70,
1543,,Tall,200,4.5,32,1,8,105,
1544,,Grande,260,6,42,1,10,135,
1545,,Venti,330,7,53,2,13,170,
1546,Vanilla Crème w/ Soy + Whipped Cream,Short,180,8,22,1,5,70,
1547,,Kids,180,8,22,1,5,70,
1548,,Tall,260,10,33,1,8,110,
1549,,Grande,330,13,44,1,10,140,
1550,,Venti,400,14,55,2,13,180,
1551,Vanilla Crème w/ Whole Milk,Short,150,6,19,0,6,80,
1552,,Kids,150,6,19,0,6,80,
1553,,Tall,230,9,28,0,9,125,
1554,,Grande,310,12,37,0,12,160,
1555,,Venti,390,16,47,0,15,210,
1556,Vanilla Crème w/ Whole Milk + Whipped Cream,Short,200,11,20,0,6,85,
1557,,Kids,200,11,20,0,6,85,
1558,,Tall,290,15,30,0,9,130,
1559,,Grande,370,19,39,0,12,170,
1560,,Venti,450,22,48,0,15,210,
1561,Smoothies,,,,,,,,
1562,Chocolate Smoothie w/ 2% Milk,,320,5,53,8,20,170,
1563,Strawberry Smoothie w/ 2% Milk,,300,2,60,7,16,130,
1564,Fizzio™ Handcrafted Sodas,,,,,,,,
1565,Ginger Ale,Tall,80,0,21,0,0,10,
1566,,Grande,100,0,27,0,0,15,
1567,,Venti,160,0,41,0,0,20,
1568,,Trenta,210,0,54,0,0,25,
1569,Lemon Ale,Tall,80,0,21,0,0,10,
1570,,Grande,100,0,27,0,0,15,
1571,,Venti,160,0,40,0,0,20,
1572,,Trenta,210,0,54,0,0,25,
1573,Orange Cream Soda,Tall,80,0,18,0,0,10,
1574,,Grande,100,0,24,0,0,15,
1575,,Venti,160,0,36,0,0,20,
1576,,Trenta,210,0,49,0,0,25,
1577,Bakery,,,,,,,,
1578,Chonga Bagel,,300,5,50,3,12,530,
1579,8-Grain Roll,,380,6,70,7,10,480,
1580,Almond Croissant,,410,22,45,3,10,390,
1581,Apple Fritter,,460,23,56,2,7,420,
1582,Banana Nut Bread,,420,22,52,2,6,320,
1583,Blueberry Muffin with Yogurt and Honey,,380,16,53,1,6,260,
1584,Blueberry Scone,,420,17,61,2,5,510,
1585,Butter Croissant,,260,15,27,1,5,320,
1586,Caramelized Apple Pound Cake,,400,12,68,1,6,400,
1587,Cheese Danish,,290,14,33,1,7,400,
1588,Chocolate Chip Cookie,,310,15,42,2,4,260,
1589,Chocolate Chunk Muffin,,440,21,60,2,7,350,
1590,Chocolate Croissant,,340,20,38,2,5,280,
1591,Chocolate Hazelnut Croissant,,390,22,43,2,7,270,
1592,Chocolate Marble Loaf Cake,,490,24,64,2,6,110,
1593,Cinnamon Morning Bun,,390,15,56,2,8,440,
1594,Cinnamon Raisin Bagel,,270,1,58,3,9,370,
1595,Classic Coffee Cake,,390,16,57,1,5,400,
1596,Confetti Hearts Cake Pop,,150,7,22,1,2,70,
1597,Cranberry Orange Scone,,420,15,64,1,6,430,
1598,Double Chocolate Brownie,,410,24,46,3,6,75,
1599,Double Chocolate Chunk Brownie,,490,28,55,3,7,220,
1600,Double Chocolate Loaf Cake,,440,23,54,3,5,330,
1601,Everybody's Favorite - Bantam Bagel (2 Pack),,100,3.5,14,0,3,140,
1602,Everything Bagel with Cheese,,290,3.5,53,2,11,500,
1603,Everything Croissant,,280,16,29,1,8,530,
1604,Frappuccino® Cookie Straw,,90,3,14,0,1,30,
1605,French Toast - Bantam Bagels (2 Pack),,200,8,30,0,6,360,
1606,Gluten-Free Marshmallow Dream Bar,,240,5,45,0,2,260,
1607,Iced Lemon Pound Cake,,470,20,68,1,6,310,
1608,Old-Fashioned Glazed Doughnut,,480,27,56,1,5,410,
1609,Peanut butter cup cookie,,360,21,36,3,8,280,
1610,Pecan Tart,,330,18,39,1,4,210,
1611,Petite Vanilla Bean Scone,,120,4.5,18,0,2,95,
1612,Plain Bagel,,280,1.5,56,2,9,620,
1613,Pumpkin Bread,,410,15,63,2,6,500,
1614,Reduced-Fat Cinnamon Swirl Coffee Cake,,370,9,67,2,5,280,
1615,Sprouted Grain Vegan Bagel,,330,6,57,7,12,490,
1616,The Classic - Bantam Bagels (2 Pack),,200,8,28,0,6,270,
1617,Vanilla Bean Whoopie Pie,,360,18,45,1,3,230,
1618,Mercato,,,,,,,,
1619,"Almond Butter, Strawberries & Jam Sandwich",,600,25,80,10,19,480,
1620,Burrata & Basil Pesto Small Sandwich,,300,14,34,2,11,540,
1621,Cage-Free Eggs & Seasoned Grains Side Salad,,360,18,33,3,17,460,
1622,Cauliflower Tabbouleh Side Salad,,130,12,7,3,2,520,
1623,Cubano Sandwich,,430,23,34,3,21,1140,
1624,Farmers' Market Protein Box,,470,29,29,4,21,880,
1625,Garden Greens & Shaved Parmesan Side Salad,,170,13,9,2,7,600,
1626,Grilled Chicken & Cauliflower Tabbouleh,,390,27,15,4,21,1140,
1627,Herbed Chicken & Fig Spread Small Sandwich,,300,8,43,2,19,720,
1628,Honey BBQ Sriracha Chicken Sandwich,,360,7,52,3,22,1040,
1629,Roasted Carrot & Kale Side Salad,,440,26,44,7,10,400,
1630,Roasted Turkey & Dill Havarti Sandwich,,600,32,47,6,32,1160,
1631,Seared Steak & Cheddar Sandwich,,530,29,44,2,23,1120,
1632,Seasonal Roasted Sweet Potato & Apple Harvest,,510,27,56,10,15,1080,
1633,Slow-Roasted Ham & Beecher's Flagship Cheese Small Sandwich,,350,18,31,1,16,780,
1634,Smoked Mozzarella & Roasted Pepper Sandwich,,500,28,46,4,18,990,
1635,Turkey & Fire-Roasted Corn Salad,,560,29,53,7,24,910,
1636,Za'atar Chicken & Lemon Tahini Salad,,570,23,67,11,27,940,
1637,Starbucks Petites,,,,,,,,
1638,Birthday Cake Pop,,170,9,23,0,1,110,
1639,Chocolate Cake Pop,,160,8,23,1,2,80,
1640,Chocolate Chip Cookie Dough Cake Pop,,180,9,23,0,2,80,
1641,Protein Boxes,,,,,,,,
1642,Cheese & Fruit Protein Box,,450,27,34,4,20,620,
1643,Chicken & Quinoa Protein Bowl with Black Beans and Greens,,420,17,42,9,27,1030,
1644,Chicken BLT Protein Box,,340,11,43,5,20,1090,
1645,Chicken Wrap Protein Box,,460,22,45,4,20,610,
1646,Eggs & Cheese Protein Box,,460,24,40,5,23,530,
1647,Lentils & Vegetable Protein Bowl with Brown Rice,,650,29,80,21,23,670,
1648,PB&J Protein Box,,520,26,53,5,20,570,
1649,Smoked Turkey Protein Box,,360,12,42,5,24,950,
1650,Hot Breakfast,,,,,,,,
1651,"Bacon, Gouda & Egg Breakfast Sandwich",,370,19,32,1,18,850,
1652,Certified Gluten-Free Breakfast Sandwich,,280,13,18,6,18,740,
1653,Chicken Sausage & Bacon Biscuit,,450,22,35,1,26,1160,
1654,Classic Oatmeal,,160,2.5,28,4,5,125,
1655,"Double-Smoked Bacon, Cheddar & Egg Sandwich",,490,27,40,1,21,910,
1656,Ham & Cheese Croissant,,320,17,28,1,14,490,
1657,Hearty Blueberry Oatmeal,,220,2.5,43,5,5,125,
1658,Reduced-Fat Turkey Bacon & Cage Free Egg White Breakfast Sandwich,,210,5,26,3,18,560,
1659,"Sausage, Cheddar & Egg Breakfast Sandwich",,500,28,41,1,15,920,
1660,"Seared Steak, Egg & Tomatillo Wrap",,410,18,43,2,21,780,
1661,"Slow-Roasted Ham, Swiss & Egg Breakfast Sandwich",,450,22,41,1,24,790,
1662,Sous Vide Egg Bites: Bacon & Gruyere,,310,22,9,0,19,600,
1663,Sous Vide Egg Bites: Egg White & Red Pepper,,170,7,13,1,13,500,
1664,"Spicy Chorizo, Monterey Jack & Egg Breakfast Sandwich",,500,30,35,3,26,860,
1665,"Spinach, Feta & Cage Free Egg White Breakfast Wrap",,290,10,33,6,19,830,
1666,"Sandwiches, Paninis & Salads
",,,,,,,,
1667,Ancho Chipotle Chicken Panini,,500,19,57,4,26,1030,
1668,Chicken & Double-Smoked Bacon,,620,26,65,3,31,1480,
1669,Chicken Artichoke on Ancient Grain Flatbread,,510,27,37,5,24,1120,
1670,Chicken BLT Salad Sandwich,,470,25,35,3,21,890,
1671,Chicken Caprese,,500,18,58,3,28,890,
1672,Egg Salad Sandwich,,480,27,42,7,16,860,
1673,Tomato & Mozzarella,,350,13,42,3,15,570,
1674,Turkey & Havarti Sandwich,,460,21,31,2,29,940,
1675,Turkey Pesto Panini,,540,21,55,3,33,1180,
1676,"Yogurt, Fruit & Spreads
",,,,,,,,
1677,Berry Trio Yogurt,,240,2.5,39,3,14,125,
1678,Fresh Blueberries and Honey Greek Yogurt Parfait,,240,2.5,42,2,14,100,
1679,Justin's Chocolate Hazelnut Butter,,180,14,12,3,4,65,
1680,Justin's Classic Almond Butter,,190,18,6,3,7,0,
1681,Lemon Chiffon Yogurt,,340,13,38,0,18,95,
1682,Seasonal Fruit Blend,,90,0,24,4,1,0,
